程序导标记，不用翻译,,
ID,Name,Desc
4019,Mineral Bag (lvl 7),A bag got from Mineral Box; open the bag to get reward mineral.
4020,Mineral Bag (lvl 8),A bag got from Mineral Box; open the bag to get reward mineral.
4021,Mineral Bag (lvl 9),A bag got from Mineral Box; open the bag to get reward mineral.
4022,Mineral Bag (lvl 10),A bag got from Mineral Box; open the bag to get reward mineral.
4023,Refine Mineral Bag (lvl 1),A bag got from Mineral Box in small probability; open the bag to get reward mineral.
4024,Refine Mineral Bag (lvl 2),A bag got from Mineral Box in small probability; open the bag to get reward mineral.
4025,Refine Mineral Bag (lvl 3),A bag got from Mineral Box in small probability; open the bag to get reward mineral.
4026,Refine Mineral Bag (lvl 4),A bag got from Mineral Box in small probability; open the bag to get reward mineral.
4027,Refine Mineral Bag (lvl 5),A bag got from Mineral Box in small probability; open the bag to get reward mineral.
4028,Refine Mineral Bag (lvl 6),A bag got from Mineral Box in small probability; open the bag to get reward mineral.
4029,Refine Mineral Bag (lvl 7),A bag got from Mineral Box in small probability; open the bag to get reward mineral.
4030,Refine Mineral Bag (lvl 8),A bag got from Mineral Box in small probability; open the bag to get reward mineral.
4031,Refine Mineral Bag (lvl 9),A bag got from Mineral Box in small probability; open the bag to get reward mineral.
4032,Refine Mineral Bag (lvl 10),A bag got from Mineral Box in small probability; open the bag to get reward mineral.
4033,Blood Looming Symbol,
4034,Guild Token,The token can teleport you back to your Guild Demesne.
4035,Healing Potion (City War),"Recover 2000 HP, only can be used in City War."
4036,Mana Potion (City War),"Recover 2000 Mana, only can be used in City War."
4037,Wind Pill,Increase the user's move speed 30%; it can't achieve the result at the same time with the Assassin's skill Swift Move.
4038,Fire Bomb,"A mass damage bomb, made by ancient secret craft."
4039,Dizzy Hooch,"A mass faint weapon, make target faint for 10 seconds; target will wake up if be attacked."
4040,Clam Bottle,
4041,Flower Hairpin,
4042,Antidote,A remedy used to counteract the effects of poison.
4043,Refresh Pill,Recover the user from faint status at once.
4044,Secret Letter,
4045,Occult Berry,An occult berry emitting purple light; a helpful item for secret exercise.
4046,Pith of Energy Stone,The pith obtained by extracting from Energy Stone; a helpful item for secret exercise.
4047,Sea Kylin,Summon Sea Kylin to ride.  The mount can be combined with Emerald to increase move speed and upgrade its shape.
4048,Fire Kylin,Summon Fire Kylin to ride.  The mount can be combined with Emerald to increase move speed and upgrade its shape.
4049,Holy Floater,Summon Holy Floater to ride.  The floater can be combined with Emerald to increase move speed and upgrade its shape.
4050,Elite Floater,Summon Elite Floater to ride.  The floater can be combined with Emerald to increase move speed and upgrade its shape.
4051,Five Smoke Vase,
4052,Dark Golden Identify Gem,"Dark Golden Identify Gem,  use it to identify dark golden items, arouse the item's potential ability.  Blacksmith can help you do the identification."
4053,Sky Blue Identify Gem,"Sky Blue Identify Gem,  use it to identify sky blue items, arouse the item's potential ability.  Blacksmith can help you do the identification."
4054,Jade Green Identify Gem,"Jade Green Identify Gem,  use it to identify jade green items, arouse the item's potential ability.  Blacksmith can help you do the identification."
4055,Platinum Identify Gem,"Platinum Identify Gem,  use it to identify platinum items, arouse the item's potential ability.  Blacksmith can help you do the identification."
4056,Ice Freezing Battle Robe of Elements,
4057,Ice Freezing Armguard of Elements,
4058,Ice Freezing Boots of Elements,
4059,Wild Vision Battle Frock of Elements,
4060,Wild Vision Armguard of Elements,
4061,Wild Vision Boots of Elements,
4062,Orchid Battle Dress of Elements,
4063,Orchid Armguard of Elements,
4064,Orchid Boots of Elements,
4065,Hundred Fights Battle Cuirass of Elements,
4066,Hundred Fights Armguard of Elements,
4067,Hundred Fights Boots of Elements,
4068,Silver Gull Battle Corslet of Elements,
4069,Silver Gull Armguard of Elements,
4070,Silver Gull Boots of Elements,
4071,Fire Dragon Battle Robe of Elements,
4072,Fire Dragon Armguard of Elements,
4073,Fire Dragon Boots of Elements,
4074,Thunder Sound Battle Frock of Elements,
4075,Thunder Sound Armguard of Elements,
4076,Thunder Sound Boots of Elements,
4077,Lily Battle Dress of Elements,
4078,Lily Armguard of Elements,
4079,Lily Boots of Elements,
4080,Demon Ruin Battle Cuirass of Elements,
4081,Demon Ruin Armguard of Elements,
4082,Demon Ruin Boots of Elements,
4083,Blue Snipe Battle Corslet of Elements,
4084,Blue Snipe Armguard of Elements,
4085,Blue Snipe Boots of Elements,
4086,Seven Stars Battle Robe of Elements,
4087,Seven Stars Armguard of Elements,
4088,Seven Stars Boots of Elements,
4089,Buddha Vigor Battle Frock of Elements,
4090,Buddha Vigor Armguard of Elements,
4091,Buddha Vigor Boots of Elements,
4092,Willow Battle Dress of Elements,
4093,Willow Armguard of Elements,
4094,Willow Boots of Elements,
4095,Greedy Wolf Battle Cuirass of Elements,
4096,Greedy Wolf Armguard of Elements,
4097,Greedy Wolf Boots of Elements,
4098,Red Ibis Battle Corslet of Elements,
4099,Red Ibis Armguard of Elements,
4100,Red Ibis Boots of Elements,
4101,[no_use],
4102,[no_use],
4103,[no_use],
4104,[no_use],
4105,Blue Magic Bead,"50% possibility of upgrading equipment quality from Green or White to Blue.  New one will keep the Level, Energy and Plus Rank, but will have random attributes."
4106,Golden Diamond,"Powerful fortune item, increase the success rate of combination to 100% in combining item to Plus Rank +1 ~ +9."
4107,All Stars Ring of Elephant,
4108,Sapphire,"It's needed in exchange for Blue Magic Bead, which has 50% possibility of upgrading equipment quality from Green or White to Blue."
4109,Rainbow Stone,"It's needed in exchange for Blue Magic Bead, which has 50% possibility of upgrading equipment quality from Green or White to Blue."
4110,Magic Star Wand,A tool for producing magic items.
4111,Buddha Lotus,"Mass slow, special item for PVE."
4112,Mushroom Guard,"A guard tower, special item for PVE."
4113,Fire Trap,"A trap cause fire damage to monster, special item for PVE."
4114,Healing Potion (Group Competition),"Recover 2000 HP, special item for Group Competition."
4115,Wind Pill (Group Competition),"Increase the user's move speed, special item for Group Competition."
4116,Fire Bomb (Group Competition),"A mass damage bomb, special item for Group Competition."
4117,Dizzy Hooch (Group Competition),"A mass faint weapon, make target faint for 20 seconds, special item for Group Competition."
4118,Antidote (Group Competition),"A remedy used to counteract the effects of poison, special item for Group Competition."
4119,Refresh Pill (Group Competition),"Recover the user from faint status at once, special item for Group Competition."
4120,Thaw Pill (Group Competition),"A remedy used to recover the user from frozen status, special item for Group Competition."
4121,Fire Resist Potion (Group Competition),"Increase 2000 points of fire defense temporarily, special item for Group Competition."
4122,Revert Charm (Group Competition),"Use it to recover the user from distortion status, special item for Group Competition."
4123,Armor Pith (Group Competition),"Increase 2000 points of physical defense temporarily, special item for Group Competition."
4124,Blacksmith's Gift Bag (S),A gift bag given from Blacksmith when you fail in combination; you can open it to get random reward item.
4125,Golden Magic Bead,"30% possibility of upgrading equipment quality from Blue to Golden.  New one will keep the Level and Energy, but will have random attributes, and its Plus Rank will be reduced randomly."
4126,Phoenix Jackstraw,"Phoenix Jackstraw can be consumed to revive the owner without any experience and energy lost.  The owner will be revived exactly at the present place.  It's invalid to red/yellow named characters.  It's also invalid in PK.  If the owner has both Phoenix Jackstraw and normal Jackstraw at the same time, it takes priority of using the normal one."
4127,Sea Kylin,Summon Sea Kylin to ride.  The mount can be combined with Emerald to increase move speed and upgrade its shape.
4128,Fire Kylin,Summon Fire Kylin to ride.  The mount can be combined with Emerald to increase move speed and upgrade its shape.
4129,Holy Floater,Summon Holy Floater to ride.  The floater can be combined with Emerald to increase move speed and upgrade its shape.
4130,Elite Floater,Summon Elite Floater to ride.  The floater can be combined with Emerald to increase move speed and upgrade its shape.
4131,Return Charm (Group Competition),"Use it to return to your reborn spot, special item for Group Competition."
4132,Scroll of Cure Plague (Group Competition),"Use it to help you to get out from plague status, special item for Group Competition."
4133,Cure Stick (Group Competition),"Plug the stick into ground to mass healing, add 200 HP every 2 seconds, lasting 20 seconds, special item for Group Competition."
4134,Adv. Cure Stick (Group Competition),"Plug the stick into ground to mass healing, add 400 HP every 2 seconds, lasting 20 seconds, special item for Group Competition."
4135,Scroll of Invulnerability (Group Competition),"Use it to become invulnerability in 10 seconds, special item for Group Competition."
4136,Scroll of Adv. Invulnerability (Group Competition),"Use it to become invulnerability in 20 seconds, special item for Group Competition."
4137,Scroll of Vitality (Group Competition),"Use it to increase vitality 20 points and physical defense 100 points, special item for Group Competition."
4138,Scroll of Strength Scroll (Group Competition),"Use it to increase strength 20 points, special item for Group Competition."
4139,Scroll of Intelligence (Group Competition),"Use it to increase intelligence 20 points, special item for Group Competition."
4140,Scroll of Dexterity (Group Competition),"Use it to increase dexterity 20 points, special item for Group Competition."
4141,Book of Junior Witch Doctor (Group Competition),"Use it to summon a Junior Witch Doctor, special item for Group Competition."
4142,Book of Senior Witch Doctor (Group Competition),"Use it to summon a Senior Witch Doctor, special item for Group Competition."
4143,Scroll of Teleport (Group Competition),"Use it to teleport you around, special item for Group Competition."
4144,Book of Guard (Group Competition),"Use it to increase damage absorb 50%, but decrease damage 50%, special item for Group Competition."
4145,Book of Berserker (Group Competition),"Use it to increase damage 50%,  but decrease damage absorb 50%, special item for Group Competition."
4146,Damage Stone lvl 1 (Group Competition),"Use it to increase damage 50 points, special item for Group Competition."
4147,Damage Stone lvl 2 (Group Competition),"Use it to increase damage 100 points, special item for Group Competition."
4148,Damage Stone lvl 3 (Group Competition),"Use it to increase damage 200 points, special item for Group Competition."
4149,Damage Stone lvl 4 (Group Competition),"Use it to increase damage 300 points, special item for Group Competition."
4150,Book of Attack Range (Group Competition),"It can expand the attack range of Wizard skill Fire Burst and Tide Spout, special item for Group Competition."
4151,Book of Cooling Time (Group Competition),"It can decrease the cooling time of Monk skill Buddha Shield 120 seconds, special item for Group Competition."
4152,Book of Health Points (Group Competition),"It can increase the cure effect of Fairy skill 300 HP, special item for Group Competition."
4153,Book of Lightning and Poison (Group Competition),"It can increase the damage of Assassin lightning and poison skill 100 points, special item for Group Competition."
4154,Book of CS Rate (Group Competition),"It can increase the critical strike rate of Tamer skill 10%, special item for Group Competition."
4155,Book of Attack Aura (Group Competition),"Attack aura can increase attack 20%, special item for Group Competition."
4156,Book of Defense Aura (Group Competition),"Defense aura can decrease accepted damage 20%, special item for Group Competition."
4157,Sky Horse Stone,"A kind of fortune item for combination.  Using it, Plus Rank will only -1 if combination fails.  It only can be used in combination of +7 ~ +9.  It will disappear once used."
4158,Spider Guard,"A guard tower, can cause slow effect."
4159,Monkey Guard,"A guard tower, rapid attack."
4160,Octopus Guard,"A guard tower, high damage attack."
4161,Star Observer Scroll 1,
4162,Star Observer Scroll 2,
4163,Mystic Key,The key to Seven Stars Stage.
4164,Blaze Token,Accumulate enough tokens to exchange for the mystic key.
4165,Lucky Heart Eight,A kind of fortune item for combination.  Use it to increase the success rate of combination for 30% each.  It only can be used in combination from +7 to +8.  It will disappear once used.
4166,Lucky Heart Nine,A kind of fortune item for combination.  Use it to increase the success rate of combination for 20% each.  It only can be used in combination from +8 to +9.  It will disappear once used.
4167,Lucky Heart Ten,A kind of fortune item for combination.  Use it to increase the success rate of combination for 15% each.  It only can be used in combination from +9 to +10.  It will disappear once used.
4168,Sky Holy Scroll,Special item with great power.  Use it to earn 250% Experience and 200% Energy in 24 hours.
4169,Elite Magic Bead,"30% possibility of upgrading equipment quality from Golden to Dark Golden.  New one will keep the Level and Energy, but will have random attributes, and its Plus Rank will be reduced randomly."
4170,[no_use],[no_use]
4171,All Stars Ring of Bear,
4172,All Stars Ring of Dolphin,
4173,All Stars Ring of Fox,
4174,Meteor Amulet,
4175,GM's Swift Amulet,
4176,Pet Skill Book (Defense),"Pet learns the skill to increase master's physical defense (pet level * 1)%.  Pet can learn one more skill after reaching level 11, 15 and 20.  Pet can't learn the skill if it has grasped same skill before."
4177,Vivid Spell,Use it to get a BUFF of being 130% experience rate in one hour.  This BUFF can't coexist with other experience BUFF.
4178,Catacomb Key,The key to Spider Catacomb.
4179,Catacomb Fragment,Accumulate enough fragments to exchange for the catacomb key.
4180,Small Emerald,Use the gem to combine Weapon Talisman or Mount to Plus Rank +1 ~ +3.  Blacksmith can help you do the combination.
4181,Small Ruby,Use the gem to combine Defense Gear to Plus Rank +1 ~ +3.  Blacksmith can help you do the combination.
4182,Sky Dragon Stone,"A kind of fortune item for combination.  Using it, Plus Rank will only -2 if combination fails.  It only can be used in combination of +10, +11.  It will disappear once used."
4183,Breeze Chest (Wizard),"Open the chest to gain one gear of Wizard's lvl.40~50 suit or one Scud Amulet (lvl 2) randomly.  The probability is: Cuff 25%, Kneepad 20%, Belt 20%, Armguard 10%, Boots 10%, Armor 10%, Scud Amulet (lvl 2) 5%."
4184,Breeze Chest (Monk),"Open the chest to gain one gear of Monk's lvl.40~50 suit or one Scud Amulet (lvl 2) randomly.  The probability is: Cuff 25%, Kneepad 20%, Belt 20%, Armguard 10%, Boots 10%, Armor 10%, Scud Amulet (lvl 2) 5%."
4185,Breeze Chest (Fairy),"Open the chest to gain one gear of Fairy's lvl.40~50 suit or one Scud Amulet (lvl 2) randomly.  The probability is: Cuff 25%, Kneepad 20%, Belt 20%, Armguard 10%, Boots 10%, Armor 10%, Scud Amulet (lvl 2) 5%."
4186,Breeze Chest (Assassin),"Open the chest to gain one gear of Assassin's lvl.40~50 suit or one Scud Amulet (lvl 2) randomly.  The probability is: Cuff 25%, Kneepad 20%, Belt 20%, Armguard 10%, Boots 10%, Armor 10%, Scud Amulet (lvl 2) 5%."
4187,Breeze Chest (Tamer),"Open the chest to gain one gear of Tamer's lvl.40~50 suit or one Scud Amulet (lvl 2) randomly.  The probability is: Cuff 25%, Kneepad 20%, Belt 20%, Armguard 10%, Boots 10%, Armor 10%, Scud Amulet (lvl 2) 5%."
4188,Siva Prentice Pocket,Surprise gift in it.
4189,Siva's Bag,Surprise gift in it.
4190,Killing Stone,Use it to earn 20000 Energy.
4191,Killing Book,Use it to earn 5000 Energy.
4192,Dark Token - Devil,Surprise gift in it.
4193,Dark Token - Siva,Surprise gift in it.
4194,Divine Ring,
4195,Pet Food,Feed pet to increase 5 points of pet happy value. (happy value decreases 1 point in every 10 minutes)
4196,Silver Wolf,Summon Silver Wolf to ride.  The mount can be combined with Emerald to increase move speed and upgrade its shape.
4197,Golden Wolf,Summon Golden Wolf to ride.  The mount can be combined with Emerald to increase move speed and upgrade its shape.
4198,Occult Berry,An occult berry emitting purple light; a helpful item for secret exercise.
4199,Occult Berry,An occult berry emitting purple light; a helpful item for secret exercise.
4200,Occult Berry,An occult berry emitting purple light; a helpful item for secret exercise.
4201,Occult Berry,An occult berry emitting purple light; a helpful item for secret exercise.
4202,Pith of Energy Stone,The pith obtained by extracting from Energy Stone; a helpful item for secret exercise.
4203,Pith of Energy Stone,The pith obtained by extracting from Energy Stone; a helpful item for secret exercise.
4204,Pith of Energy Stone,The pith obtained by extracting from Energy Stone; a helpful item for secret exercise.
4205,Pith of Energy Stone,The pith obtained by extracting from Energy Stone; a helpful item for secret exercise.
4206,[no_use],[no_use]
4207,[no_use],[no_use]
4208,[no_use],[no_use]
4209,Fireworks (Red),"Holiday fireworks, use it you will see a red fireworks on the sky."
4210,Fireworks (Blue),"Holiday fireworks, use it you will see a blue fireworks on the sky."
4211,Fireworks (Green),"Holiday fireworks, use it you will see a green fireworks on the sky."
4212,Adv. Hamadryad Hierogram,Use it to earn 400% Energy in 1 hour.
4213,[no_use],[no_use]
4214,[no_use],[no_use]
4215,[no_use],[no_use]
4216,Vivid Spell,Use it to get a BUFF of being 130% experience rate in one hour.  This BUFF can't coexist with other experience BUFF.
4217,Hamadryad Hierogram,Use it to earn 200% Energy in 1 hour.
4218,Fast Amulet (Group Competition),"Increase moving speed, special item for Group Competition."
4219,Combat Jackstraw (Group Competition),Combat Jackstraw can be consumed to revive the owner in Group Competition.  The owner will be revived exactly at the present place.  Special item for Group Competition.
4220,Santa Panda Magic,Cast the magic to transform yourself to Santa Panda.  Right-click on the BUFF icon to cancel the transforming status.
4221,Xmas Gift Box (S),Open it to get Christmas gift!
4222,Xmas Gift Box (L),Open it to get Christmas gift!
4223,Apothecary Pill,"Pill to increase HP upper limit 10%, valid time 10 minutes."
4224,Adv. Golden Light Pill,"Pill to increase defense 20%, valid time 60 minutes."
4225,Adv. Apothecary Pill,"Pill to increase HP upper limit 10%, valid time 60 minutes."
4226,Phoenix Jackstraw,"Phoenix Jackstraw can be consumed to revive the owner without any experience and energy lost.  The owner will be revived exactly at the present place.  It's invalid to red/yellow named characters.  It's also invalid in PK.  If the owner has both Phoenix Jackstraw and normal Jackstraw at the same time, it takes priority of using the normal one."
4227,Alice's Lucky Box,"Open it to get random gift.  The probability is: Lucky Pet Stone (exchange for a level 20 pet of any kind) 1%, Titanium Stone 2%, Blue Identify Gem 4%, Vivid Spell 6%, Elite Energy Stone 9%, Advanced Energy Stone 39%, 5 Gold 39%."
4228,Advanced Energy Stone,The stone with Energy in hover; use it earn 10000 points Energy.
4229,Elite Energy Stone,The stone with Energy in hover; use it earn 50000 points Energy.
4230,Vivid Spell,Use it to get a BUFF of being 130% experience rate in one hour.  This BUFF can't coexist with other experience BUFF.
4231,Blue Identify Gem,"Blue Identify Gem, use it to identify blue items, arouse the item's potential ability.  Blacksmith can help you do the identification."
4232,Titanium Stone,"Secret stone with golden silk inside, used to increase the success rate of combination for 5% each.  You can use max 4 pieces each time.  It will disappear once used. "
4233,Lucky Pet Stone,Exchange it with GM for a level 20 pet of any kind.
4234,Saint Cake,"The super cake to temporarily increase upper limit of four basic attributes 10 points each, and HP 1000 points, and Mana 500 points."
4235,Angel Blessed Ring,
4236,Christmas Gift,Open it to get Christmas gift!
4237,Lucky Crystal Eight,A kind of fortune item for combination.  Use it to increase the success rate of combination for 25% each.  It only can be used in combination from +7 to +8.  It will disappear once used.
4238,Lucky Crystal Nine,A kind of fortune item for combination.  Use it to increase the success rate of combination for 25% each.  It only can be used in combination from +8 to +9.  It will disappear once used.
4239,Xmas Gift Box (L),Open it to get Christmas gift!
4240,Silver Wolf,Summon Silver Wolf to ride.  The mount can be combined with Emerald to increase move speed and upgrade its shape.
4241,Golden Wolf,Summon Golden Wolf to ride.  The mount can be combined with Emerald to increase move speed and upgrade its shape.
4242,Blue Identify Gem,"Blue Identify Gem, use it to identify blue items, arouse the item's potential ability.  Blacksmith can help you do the identification."
4243,Small Lucky Bag (30 days),"Hire small lucky bag 30 days, during the time, you will have 1 extra page in your item box.  The items in this extra page can't be used or moved if your hiring time expired.  You need hire again to rediscover them."
4244,Sapphire,"It's needed in exchange for Blue Magic Bead, which has 50% possibility of upgrading equipment quality from Green or White to Blue."
4245,Santa Panda Magic,Cast the magic to transform yourself to Santa Panda.  Right-click on the BUFF icon to cancel the transforming status.
4246,Christmas Gift,Open it to get Christmas gift!
4247,Alice's Lucky Box -basic,Open it to get random gift.
4248,Blue Magic Bead,"50% possibility of upgrading equipment quality from Green or White to Blue.  New one will keep the Level, Energy, but will have random attributes and Plus Rank (reduced more than 2)."
4249,Competition Bonus Pill,Bonus for PVP competition.  Use it to gain personal Competition Points.
4250,Double Exp. Pill,Use it to get a BUFF of being 200% experience rate.  It can coexist with other experience BUFF.
4251,Emergency Potion,"Increase 300 HP at once, can be used in battle."
4252,[no_use],[no_use]
4253,[no_use],[no_use]
4254,[no_use],[no_use]
4255,[no_use],[no_use]
4256,[no_use],[no_use]
4258,[no_use],[no_use]
4259,[no_use],[no_use]
4260,[no_use],[no_use]
4261,[no_use],[no_use]
4262,[no_use],[no_use]
4263,[no_use],[no_use]
4264,[no_use],[no_use]
4265,[no_use],[no_use]
4266,[no_use],[no_use]
4267,[no_use],[no_use]
4268,Sunshine Battle Amulet,A precious gift.
4269,Mini Mech Monster (Pet),"Pet Mini Mech Monster, increase master's defense, and increase master's HP upper limit.  It will get attribution points for master and can learn extra skills from level 11."
4270,[no_use],[no_use]
4271,[no_use],[no_use]
4272,[no_use],[no_use]
4273,[no_use],[no_use]
4274,[no_use],[no_use]
4275,Meta Wand of Blade Bull,Special magic tool only for male character.  Use it to get a metamorphosis BUFF.  Right-click on the BUFF icon to cancel the transforming status.
4276,Meta Wand of Sword Cow,Special magic tool only for female character.  Use it to get a metamorphosis BUFF.  Right-click on the BUFF icon to cancel the transforming status.
4277,Mini Mech Monster (Pet),"Pet Mini Mech Monster, increase master's defense, and increase master's HP upper limit.  It will get attribution points for master and can learn extra skills from level 11."
4278,[no_use],[no_use]
4279,[no_use],[no_use]
4280,[no_use],[no_use]
4281,[no_use],[no_use]
4282,[no_use],[no_use]
4283,[no_use],[no_use]
4284,[no_use],[no_use]
4285,Forgiveness Pill (S),Use it to decrease 100 points of PK value.
4286,Forgiveness Pill (L),Use it to decrease 300 points of PK value.
4287,Greeting Card 01,Use it to publish bulletin to say: Happy Birthday !!
4288,Greeting Card 02,Use it to publish bulletin to say: I Miss You !
4289,Greeting Card 03,Use it to publish bulletin to say: I Love You !
4290,Greeting Card 04,Use it to publish bulletin to say: You are the BEST !!
4291,Greeting Card 05,Use it to publish bulletin to say: Have a Nice Dream~
4292,Greeting Card 06,Use it to publish bulletin to say: Merry Christmas and Happy New Year !
4293,Greeting Card 07,Use it to publish bulletin to say: Hello~
4294,Greeting Card 08,Use it to publish bulletin to say: Hello~
4295,Feast Bag,Open it to get random gift.
4296,[no_use],[no_use]
4297,[no_use],[no_use]
4298,[no_use],[no_use]
4299,Healing Potion (Group Competition),"Recover 2000 HP, special item for Group Competition."
4300,Return Charm (Group Competition),"Use it to return to your reborn spot, special item for Group Competition."
4301,Cure Stick (Group Competition),"Plug the stick into ground to mass healing, add 200 HP every 2 seconds, lasting 20 seconds, special item for Group Competition."
4302,Scroll of Invulnerability (Group Competition),"Use it to become invulnerability in 10 seconds, special item for Group Competition."
4303,Scroll of Teleport (Group Competition),"Use it to teleport you around, special item for Group Competition."
4304,[no_use],[no_use]
4305,[no_use],[no_use]
4306,[no_use],[no_use]
4307,Basic Cure Scroll,"Use the scroll to recover 800 HP instantly, can be used in battle."
4308,Basic Cure Scroll,"Use the scroll to recover 800 HP instantly, can be used in battle."
4309,Advanced Cure Scroll,"Use the scroll to recover 2000 HP instantly, can be used in battle."
4310,Advanced Cure Scroll,"Use the scroll to recover 2000 HP instantly, can be used in battle."
4311,Pet Master Token,"You will gain a BUFF after using the token.  With the BUFF, the happy value of your summoned little pet will not be decreased."
4312,Red Flame Horse,Summon Red Flame Horse to ride.  The mount can be combined with Emerald to increase move speed and upgrade its shape.
4313,White Bear,Summon White Bear to ride.  The mount can be combined with Emerald to increase move speed and upgrade its shape.
4314,Greeting Card 09,Use it to publish bulletin to say: Hello~
4315,Greeting Card 10,Use it to publish bulletin to say: Hello~
4316,Greeting Card 11,Use it to publish bulletin to say: Hello~
4317,Greeting Card 12,Use it to publish bulletin to say: Hello~
4318,Greeting Card 13,Use it to publish bulletin to say: Hello~
4319,Pink Rose,A gift.
4320,Heart Chocolate,A gift.
4321,Hamadryad Hierogram,Use it to earn 200% Energy in 1 hour.
4322,Adv. Hamadryad Hierogram,Use it to earn 400% Energy in 1 hour.
4323,Advanced Energy Stone,The stone with Energy in hover; use it earn 10000 points Energy.
4324,Love Heart Seed,Use it to gain 100 experience points of collect herb.
4325,Love Heart Ore,Use it to gain 100 experience points of collect ore.
4326,Letter to Teacher,The letter will bring a surprise to teacher.  Just take care of it!
4327,Pet Rename Scroll,The rename chances of little pet can be restored to 3 by using the scroll.
4328,Hard Branch,One of the stuffs to make trapping tool.
4329,Peach Essential Oil,One of the stuffs to make trapping tool.
4330,Animal Loop,One of the stuffs to make trapping tool.
4331,Grey Rabbit (Pet),"Pet Grey Rabbit, increase master's HP recovery speed in non-battle state.  It will get attribution points for master and can learn extra skills from level 11."
4332,Instant Return Charm,Use it to return to the closest village/city instantly.  Can be used in battle.
4333,Instant Return Charm,Use it to return to the closest village/city instantly.  Can be used in battle.
4334,Instant Return Charm,Use it to return to the closest village/city instantly.  Can be used in battle.
4335,Instant Return Charm,Use it to return to the closest village/city instantly.  Can be used in battle.
4336,Greeting Card 14,Use it to publish bulletin to say: Hello~
4337,Greeting Card 15,Use it to publish bulletin to say: Hello~
4338,Greeting Card 16,Use it to publish bulletin to say: Hello~
4339,Greeting Card 17,Use it to publish bulletin to say: Hello~
4340,Greeting Card 18,Use it to publish bulletin to say: Hello~
4341,Small Gem Box,Open it to get surprising gifts!
4342,Big Gem Box,Open it to get surprising gifts!
4343,[no_use],[no_use]
4344,Yellow Opal,Mystic quest item.
4345,Newbie Small Bag,Mystic quest item.
4346,Red Line,Just collect it~
4347,HP Clew,"Recover 450 HP in 15 seconds, can be used in battle."
4348,Mana Clew,"Recover 675 Mana in 15 seconds, can be used in battle."
4349,Energy Clew,Use it to gain Energy reward.
4350,Rose Ring,
4351,Exp. Egg,Use it to get a BUFF of being 130% experience rate in 30 minutes.  It can coexist with other experience BUFF.
4352,Kid Keepsake,The keepsake given by imprisoned kids.
4353,Woodcut Charm,A charm can be used to seal something.
4354,Meta Wand of Whip Skeleton,Special magic tool.  Use it to get a metamorphosis BUFF.  Right-click on the BUFF icon to cancel the transforming status.
4355,Meta Wand of Fat Lady,Special magic tool.  Use it to get a metamorphosis BUFF.  Right-click on the BUFF icon to cancel the transforming status.
4356,Meta Wand of Bright Crystal Killer,Special magic tool.  Use it to get a metamorphosis BUFF.  Right-click on the BUFF icon to cancel the transforming status.
4357,Meta Wand of Red Bat Killer,Special magic tool.  Use it to get a metamorphosis BUFF.  Right-click on the BUFF icon to cancel the transforming status.
4358,Meta Wand of Grey Rabbit,Special magic tool.  Use it to get a metamorphosis BUFF.  Right-click on the BUFF icon to cancel the transforming status.
4359,Meta Wand of Sorceress,Special magic tool.  Use it to get a metamorphosis BUFF.  Right-click on the BUFF icon to cancel the transforming status.
4360,Meta Wand of Mushroom,Special magic tool.  Use it to get a metamorphosis BUFF.  Right-click on the BUFF icon to cancel the transforming status.
4361,Doll,
4362,Kid's Clothes,
4363,Odd Talisman,
4364,Silk,
4365,Antique,
4366,Jewelry,
4367,Moon Dragon Fruit,
4368,Nine-level Tower,
4369,Muskiness,
4370,Musky Meat,
4371,Fresh Fruit,
4372,Astrology Scroll 3,
4373,Crystal Goblet,
4374,Jade Silk,
4375,Snake Blood,
4376,Antler of Nine Color Deer,
4377,Contact List,
4378,Manual of Deciphering,
4379,Ancient Book of Moon Dragon,
4380,Echo Stone,Echo Stone of White Cloud Master.
4381,Echo Stone,Echo Stone of Iron Arms Lee.
4382,Echo Stone,Echo Stone of Master Can.
4383,Echo Stone,Echo Stone of Chase Geezer.
4384,Echo Stone,Echo Stone of Tamer Tao Huang.
4385,Book of Hearsay,
4386,Manna,
4387,Ganoderma Grass,
4388,Index Jackstraw,
4389,Astrology Scroll 1,
4390,Astrology Scroll 2,
4391,Residues Page of Celestial Map,
4392,Jade Hairpin,
4393,Pharmacopoeia,
4394,Sting,
4395,Realgar,
4396,Bat's Blood,
4397,Page of Silver Fox Cave Map,
4398,Lost Ancient Book,
4399,Lection Book,
4400,Prayer Bead,
4401,Six Pneuma Calabash,
4402,Evil Pith,
4403,Sky Pneuma,
4404,Flying Falchion,
4405,Earth Fruit,
4406,Glaring Pearl,
4407,Evergreen Tree,
4408,Emerging Soul,
4409,Occult Fire,
4410,Wolf Spirit,
4411,Fire Radix,
4412,Water Radix,
4413,Wood Radix,
4414,Metal Radix,
4415,Mass Fainting Stone,Mass fainting for 20 seconds; target will wake up if be attacked.
4416,Fire Soul Crystal,It can make powerful mass damage.
4417,Musky Ointment,
4418,Musky Drug,Increase physical defense for 2000 points.
4419,Elite Floater,Summon Elite Floater to ride.  The floater can be combined with Emerald to increase move speed and upgrade its shape.
4420,Flower Flavor Water,
4421,Clew Bag,Open it to get a clew of random kind.
4422,Ecstasy Charm,
4423,Fake Six Pneuma Calabash,
4424,Wicked Treasure,
4425,Gem of Meta Wand,Use it to get one Meta Wand of random kind.
