程序导标记，不用翻译,,
STRID,LAN,Remark
msg_war_const_min,minute,
msg_war_const_month,month,
msg_war_const_year,year,
msg_war_end_bulletin_npc,The City War of %s is over !,
msg_war_end_bulletin_user,"The City War of %s is over, Guild [%s] won the War !",
msg_war_flag_error,Place command flag failed.,
msg_war_flag_hlink,Get the attack command flag.,
msg_war_flag_notwartime,Command flag only can be placed after the War start.,
msg_war_flag_notwarzone,Command flag only can be placed in the War area.,
msg_war_guild_flag,Guild Flag,
msg_war_guild_name,Guild Name,
msg_war_guild_state,Guild Status,
msg_war_hlink,Check War Status,
msg_war_insertflag_notincorrectarea,Commander flag can't be placed out of the appointed area.,
msg_war_insertflag_nottime,Command flag only can be placed after the War starts.,
msg_war_is_allowed,Permitted,
msg_war_is_closed,War function is closed.,
msg_war_is_notallowed,Pending,
msg_war_is_opened,War function opens.,
msg_war_mail_revenue_content,"Dear sir, to reward your outstanding performance in the city war of Blood Palace, capital from Stone City region was just sent to your mailbox, please check.",
msg_war_mail_revenue_sender,Blood Palace Housecarl,
msg_war_mail_revenue_title,Reward Capital,Blood Palace
msg_war_master,City Master,
msg_war_master_allow,Permit,
msg_war_multi_flag,Withhold only one command flag during same time.,
msg_war_not_guildleave,Player is forbidden to leave guild while in War.,
msg_war_pause_bulletin,"[%s] beats [%s], get the control to [%s] temporarily.",
msg_war_reg,Register,
msg_war_reg_attacker_ok,Registered,
msg_war_reg_exist,You have registered.,
msg_war_reg_time_late,"Registration time over, the due time is 24 hours before War start.",
msg_war_seal_flagisdestroyed,"Command flag was destroyed, tower can't be sealed.                   ",
msg_war_seal_isnotguildleader,Only guild leader can seal the tower.,
msg_war_start_bulletin,The City War of %s just started !,
msg_war_zone_enter,Enter the War area.,
msg_war_zone_leave,Leave the War area.,
msg_wator,Water,
msg_watorarm,Water Resist,
MSG_WATORARM_HINT,"To level %d enemy, water damage decrease: %.2f%% ",
MSG_WEA_IS,Weapon should be %s.,
msg_wit,Intelligence,
msg_worldchat_limit_fail,You could not speak in world channel temporarily.,
MSG_X_CREDIT,%s reputation %d points,
MSG_X_EXP,Experience %d points,
MSG_X_NIMBUS,Energy %d points,
MSG_XX_BANK,%s warehouse,
MSG_YOU,You,
MSG_YOU_HAVE_NO_THAT_MONEY,You don't have enough money.,
MSG_YOUR_BANK_HAVE_NO_THAT_MONEY,You don't have enough money in warehouse.,
net_status_hint1,lag: %u ms,
net_status_hint2,,
not_select_server,Please select a server.,
party_bh,Fairy,
party_em,Wizard,
party_fm,Monk,
party_qc,Assassin,
party_xq,Tamer,
password_error,Password Incorrect,
pin_msg1,"Please input your security code, then click confirm. If you input wrong, please clear and input again.",
pin_msg2,"Please input the figure of the table, then click confirm. If you input wrong, please clear and input again.",
select_character_noselect,Not select any characters.,
server_disconnect,Connection interrupted.,
server_disconnect1,"Connection interrupted, please open client again.",
server_list_msg_hide,Hide,
server_list_msg1,Server Name,
server_list_msg2,Server Status,
server_list_msg3,Server Load,
server_list_msg4,Online,
server_list_msg5,Offline,
server_list_msg6,[ + + + ],
server_list_msg7,[ + + ],
server_list_msg8,[ + ],
server_list_msg9,Maintaining,
server_maintenance,"Server is in maintaining, please try later.",
sit_err_msg,You can't sit while in battle mode.,
sit_err_msg2,"You are enhancing your Talisman, stop enhancing, then you can sit.",
sit_err_msg3,You are in riding mode.  You can't sit now.,
sys_find_str_error,unknown characters,
unallowed_login,"Server can't be login temporarily, please try later.",
user_dead_dialog1," minutes later, you will revive at the closest birth place with less Exp. and Energy deducted.",
user_dead_dialog2," seconds later, you will revive at the closest birth place with less Exp. and Energy deducted.",
user_dead_dialog3,"If click 'Ok', then you will revive at once, but lose more Exp. and Energy.   (No loss if you are in War Area, PK Arena, Group Competition)",
user_dead_dialog4,"Deducted Experience %d, deducted Energy %d, deducted Money %s.",
user_dead_dialog5,Dead with red name.,
user_dead_dialog6,Revive by skills.,
user_dead_dialog7,Revive automatically. ,
user_dead_dialog8,Revive will be permitted in %d seconds.,
username_error,"Login name incorrect, login name only comprise small letters and figures.",
version_error,Client Version Incorrect,
wrong_username,Login name is illegal.,
dteam_add_err_alreadyin,The player is in your group already.,
dteam_add_err_full,Group is full.,
dteam_already_joined_one,You belong to a competition group already.,
dteam_col_joinrate,Attend Rate,
dteam_col_joinstate,Attend ,
dteam_col_lev,Level,
dteam_col_name,Name,
dteam_col_official,Position,
dteam_col_party,Profession,
dteam_col_score,Score,
dteam_create_error,Failed in setting up a group.,
dteam_create_inputname,Please input the group name you want to setup.,
dteam_create_nameinvalid,"Setup failed, group name is illegal.",
dteam_create_namesame,"Setup failed, this name has been used by other group.  Please use other name.",
dteam_create_new,Setup Group,
dteam_create_success,Succeed in setting up the group.,
dteam_create_userlev,You have to reach level %d to setup a group.,
dteam_delete_team,Are you sure to disband your group?,
dteam_delete_this,Disband Group,
dteam_destroyed,The group you belonged to is disbanded.,
dteam_dismiss_makesure,Are you sure to expel %s from the group?,
dteam_enter_actorcount_invalid,"To enter %s, the player amount limitation is %d - %d. ",
dteam_enter_error2,"Player %s is offline, he/she can't attend the group competition.",
dteam_enter_error3,"Player %s is in the scenario, he/she can't attend the group competition.",
dteam_error1,You don't have the authority. ,
dteam_invite,Please input the player name you want to invite.,
dteam_invite_nothisuser,Can't find the appointed player.,
dteam_joinstate,Attend,
dteam_leaderleave_makesure,"You are the group captain, you can't quit this group.",
dteam_leave_err_leader,Captain can't quit the group. But you have the right to disband the group.,
dteam_leave_makesure,Are you sure to quit the group?,
dteam_member_be_kicked,%s were expelled from the group.,
dteam_member_leave,%s quit the group.,
dteam_new_member,%s joined the group.,
dteam_no_team,You are not belong to any competition group.,
dteam_official_leader,Captain,
dteam_official_mass,Member,
dteam_official_subleader,Vice Captain,
dteam_other_alr_joinedone,The player has joined another group already.,
dteam_other_invite,"%s invite you to join his/her competition group: %s, do you agree?",
dteam_rankcol_arglevel,Avg. Level,
dteam_rankcol_dungeonlevel,Competition Level,
dteam_rankcol_rank,Rank,
dteam_rankcol_team,Group,
dteam_rankcol_teamleader,Captain,
dteam_response_agree,%s agreed to join your group.,
dteam_response_decline,%s refused to join your group.,
dteam_selcol_actorcount,Player Amount,
dteam_selcol_type,Type,
dteam_u_be_kicked,You were expelled from the competition group.,
dteam_user_notfound,Can not find this character.,
GUILD_BANK,Guild Warehouse,
GUILD_BANK_CANNOTWITHDRAW,You don't have the authority to withdraw from the guild warehouse.,
GUILD_BANK_COL_ITEM,Item,
GUILD_BANK_COL_MONEY,Gold,
GUILD_BANK_COL_OP,Operation,
GUILD_BANK_COL_TIME,Time,
GUILD_BANK_COL_USERNAME,Player,
GUILD_BANK_HIS_TIME,%02d/%02d  %02d:%02d,
GUILD_BANK_ITEMCANNOTTRADE,This item can't deposit into the guild warehouse.,
GUILD_BANK_SAVE,Deposit,
GUILD_BANK_WITHDRAW,Withdraw,
GUILD_CONTRI_DESC,Please input the number you want to expend to gain your Contribution Value (Unit: Gold):,
GUILD_CONTRI_REACH_MAX,You can at most gain Contribution Value for %d points one day.  So today you only can expend %d Gold more.,
GUILD_CONTRI_SUCCESS,Succeed in expending Gold to gain Contribution Value.,
GUILD_CONTRIBUTE_EXPR_HINT,Increase %d points of Contribution Value and Guild Prosperity. ,
GUILD_EXPR_HINT1,Guild Contribution Value of today at least need %d.,
GUILD_EXPR_HINT2,Guild Contribution Value of today at most not exceed %d.,
GUILD_EXPR_HINT3,You can at most gain %d points of Guild Contribution Value.,
GUILD_HOUSEHOLD_DEFNAME,Branch %d,
GUILD_HOUSEHOLD_MANAGERUP_OFF1,A guild member belongs to a branch can not be promoted to a higher position than an Officer.  So please quit from the branch first.,
GUILD_HOUSEHOLD_NAME_INVALID,Branch name should not more than 12 characters.  And no illegal characters.,
GUILD_HOUSEHOLD_NONE,(No Branch),
GUILD_HOUSEHOLD_ONEMANAGER,Only one Officer for each guild branch.,
GUILD_HOUSEHOLD_SAMENAME,Branch Name should not be repeated.,
GUILD_OFF_ERR4,"Modify failed, only one Officer for each guild branch.",
GUILD_POINT_EXPR_HINT,Increase %d points of Guild Prosperity.,
GUILD_RANK_COL_LEADER,Leader,
GUILD_RANK_COL_LEVEL,Level ,
GUILD_RANK_COL_NAME,Guild,
GUILD_RANK_COL_ORDER,Rank,
GUILD_RANK_COL_POINT,Prosperity,
GUILD_SEL_ONE_MEMBER,Please select a guild member from the list first.,
GUILD_SETTITLE_INPUT,Please input the title.,
GUILDTERR_GETRETURN,Obtain Guild Token,
GUILDTERR_MEMBER_REACH,There should be %d guild members reach level %d. ,
GUILDTERR_YOUR_CONTRIB,Your Contribution Value: %d,
msg_atuo_walk2,Auto-path failed.,
msg_auto_walk1,"Auto-path destination coordination (%d,%d)",
msg_business_no_contribute,No enough Contribution Value. You can't purchase.,
msg_bussiness_need_guildcontribute,Guild Contribution Value: %d,
msg_dungeon_begin_already,Competition just started.,
msg_dungeon_col_avglev,Avg. Level,
msg_dungeon_col_leader,Captain,
msg_dungeon_col_level_pve,PVE Level,
msg_dungeon_col_level_pvp,PVP Level,
msg_dungeon_col_team,Group,
msg_dungeon_create_scene_failed,Failed in creating scenario scene.,
msg_dungeon_fail,Failed.,
msg_dungeon_joinlimit_n,You can attend this type of competition at most %d times everyday.  You still can enter the group competition by training mode.,
msg_dungeon_mode1,Competition,
msg_dungeon_mode2,Training,
msg_dungeon_mustindungeon,Must be in the group arena.,
msg_dungeon_mustnotindungeon,Can not be in the group arena.,
msg_dungeon_not_open_yet,Group Arena closed temporarily.,
msg_dungeon_notopen,This map has not open yet.,
msg_dungeon_only,Only can be used in group arena.,
msg_dungeon_pair_state0,Not attending the competition.,
msg_dungeon_pair_state1,"Attending [%s], auto matching, (%s) ...",
msg_dungeon_pair_state2,Waiting for member to get ready...,
msg_dungeon_pair_state3,"In group arena [%s], (%s)",
msg_dungeon_pair_success,Application submitted successfully.  System will assign the group members.  Please wait...,
msg_dungeon_protect_lev,Round %d,
msg_dungeon_quit_confirm,Are you sure to quit the competition?,
msg_dungeon_reach_maxcount,This type of competition reached maximum amount.,
msg_dungeon_room_btn_ok,OK,
msg_dungeon_room_request,Your application to attend [%s] has been matched successfully.  Click OK after you get ready.,
msg_dungeon_room_timeout,"Not enough players, your application to attend [%s] failed. ",
msg_dungeon_selamap,Please select a map first.,
msg_dungeon_win,Grand Victory!,
msg_god1,Base,
msg_god1_1,Base (early),
msg_god1_2,Base (medium),
msg_god1_3,Base (mature),
msg_god10,Unknown,
msg_god10_1,Unknown,
msg_god10_2,Unknown,
msg_god10_3,Unknown,
msg_god11,%03.4f%%,
font_s_17,17,
font_s_18,18,
