number,string,,number,string,number,number,number,number,number,number,number,string,cmd,cmd,cmd,cmd,cmd,cmd,number,number;num,number;num,number;num,number;num,number;num,number;num,number;num,number;num,string,number,number,number;num,number;num,,cmd,,cmd,cmd,,,
1234,紫晟青索,29,50,11,1,,,,1,48,99,all,,,GetItemSpace >= 1,,,,0,4468;4469;4470;4502;,15;15;15;1,3432,1,4502,3432,1,1,,0,,0,99,190 ,AddExp(57950);AddNimbus(28975);AddMoney(17670),,,,"em;AddItemEx(19,0,152,1)
fm;AddItemEx(39,0,152,1)
bh;AddItemEx(49,0,152,1)
qc;AddItemEx(565,0,1,1)
xq;AddItemEx(643,0,1,1)",0,
1235,马熊村长的嘱托,30,50,0,1,,,,1,48,99,all,GetTaskItemSpace >= 1,"AddItem (3777,1)",,,"RemoveItem(3777,1)",,0,0,0,3777,1,0,0,0,0,,0,,0,99,16 ,AddExp(4880);AddNimbus(2440);AddMoney(1488),,,,,0,
1236,妙一夫人的嘱托,30,50,0,1,,,,1,48,99,all,GetTaskItemSpace >= 1,"AddItem (3778,1)",,,"RemoveItem(3778,1)",,0,0,0,3778,1,0,0,0,0,,0,,0,99,16 ,AddExp(4880);AddNimbus(2440);AddMoney(1488),,,,,0,
1237,青螺山追踪者,30,50,0,1,,,,1,48,99,all,,,,,,,0,4568,50,0,0,0,0,0,0,,0,,0,99,50 ,AddExp(15250);AddNimbus(7625);AddMoney(4650),,,,,0,
1238,青螺山余孽,30,50,0,1,,,,1,48,99,all,CheckTaskFinished(1237),,,,,,0,4569,50,0,0,0,0,0,0,,0,,0,99,50 ,AddExp(15250);AddNimbus(7625);AddMoney(4650),,,,,0,
1239,不死军团的试炼,30,50,0,1,,,,1,48,99,all,CheckTaskFinished(1238),,,,,,0,4570,50,0,0,0,0,0,0,,0,,0,99,50 ,AddExp(15250);AddNimbus(7625);AddMoney(4650),,,,,0,
1240,青螺山军团的覆灭,30,50,1,1,,,,1,48,99,all,CheckTaskFinished(1239),,GetItemSpace >= 1,,,,0,4570;4571,25;1,0,0,0,0,0,0,,0,,0,99,35 ,AddExp(10675);AddNimbus(5338);AddMoney(3255),,,,"em;AddItemEx(263,0,1,1)
fm;AddItemEx(272,0,1,1)
bh;AddItemEx(281,0,1,1)
qc;AddItemEx(606,0,1,1)
xq;AddItemEx(684,0,1,1)",0,
1241,铲除青螺山余孽经验,30,50,0,0,,,,1,48,99,all,,,,,,,0,4568;4569;4570,100;100;100,0,0,0,0,0,0,,0,,0,99,40 ,AddExp(12200);AddNimbus(6100);AddMoney(3720),,,,,1,
1242,铲除青螺山余孽灵力,30,50,0,0,,,,1,48,99,all,,,,,,,0,4568;4569;4570,80;80;80,0,0,0,0,0,0,,0,,0,99,120 ,AddNimbus(6100);AddExp(3660);AddMoney(744),,,,,1,
1243,铲除青螺山余孽声望,30,50,0,0,,,,1,48,99,all,,,,,,,0,4568;4569;4570,40;40;40,0,0,0,0,0,0,,0,,0,99,120 ,"AddCredit(30,1200);AddExp(7440);AddNimbus(1240)",,,,,1,
1244,消灭藤须怪,30,51,0,1,,,,1,49,99,all,CheckTaskFinished(1239),,,,,,0,4572;,50,0,0,0,0,0,0,,0,,0,99,50,AddExp(15500);AddNimbus(7750);AddMoney(4650),,,,,0,
1245,相赠药材,30,51,0,1,,,,1,49,99,all,"CheckTaskFinished(1244)
GetTaskItemSpace >= 1","AddItem (3780,1)",,,"RemoveItem(3780,1)",,0,0,0,3780,1,0,0,0,0,,0,,0,99,16 ,AddExp(4960);AddNimbus(2480);AddMoney(1488),,,,,0,
1246,收集灵药,30,51,0,1,,,,1,49,99,all,CheckTaskFinished(1245),,,,,,0,0,0,3780,30,4573,3780,0.5,30,,0,,0,99,60 ,AddExp(18600);AddNimbus(9300);AddMoney(5580),,,,,0,
1247,驱逐荆棘兽,30,51,0,1,,,,1,49,99,all,,,,,,,0,4574,50,0,0,0,0,0,0,,0,,0,99,50 ,AddExp(15500);AddNimbus(7750);AddMoney(4650),,,,,0,
1248,灵宝内丹,30,51,0,1,,,,1,49,99,all,CheckTaskFinished(1247),,,,,,0,0,0,3408,25,4575,3408,0.5,25,,0,,0,99,50 ,AddExp(15500);AddNimbus(7750);AddMoney(4650),,,,,0,
1249,长沙之约,30,51,0,1,,,,1,49,99,all,"CheckTaskFinished(1248)
GetTaskItemSpace >= 1","AddItem (3781,1)",,,"RemoveItem(3781,1)",,0,0,0,3781,1,0,0,0,0,,0,,0,99,16 ,AddExp(4960);AddNimbus(2480);AddMoney(1488),,,,,0,
1250,枯萎的荆棘经验(重复5),30,51,0,0,,,,1,49,99,all,,,,,,,0,4572;4574,150;150,0,0,0,0,0,0,,0,,0,99,40 ,AddExp(12400);AddNimbus(6200);AddMoney(3720),,,,,1,
1251,枯萎的荆棘灵力(重复5),30,51,0,0,,,,1,49,99,all,,,,,,,0,4572;4574,120;120,0,0,0,0,0,0,,0,,0,99,120 ,AddNimbus(6200);AddExp(3720);AddMoney(744),,,,,1,
1252,枯萎的荆棘声望(重复5),30,51,0,0,,,,1,49,99,all,,,,,,,0,4572;4574,60;60,0,0,0,0,0,0,,0,,0,99,120 ,"AddCredit(30,1200);AddExp(7560);AddNimbus(1260)",,,,,1,
1253,路匪的烦恼,30,52,0,1,,,,1,50,99,all,,,,,,,0,4576,50,0,0,0,0,0,0,,0,,0,99,50 ,AddExp(15750);AddNimbus(7875);AddMoney(4800),,,,,0,
1254,湘江渔翁,30,52,0,1,,,,1,50,99,all,CheckTaskFinished(1253),,,,,,0,4577,50,0,0,0,0,0,0,,0,,0,99,50 ,AddExp(15750);AddNimbus(7875);AddMoney(4800),,,,,0,
1255,清理匪窝,30,52,0,1,,,,1,50,99,all,,,,,,,0,4578,50,0,0,0,0,0,0,,0,,0,99,50 ,AddExp(15750);AddNimbus(7875);AddMoney(4800),,,,,0,
1256,长沙地痞,30,52,0,1,,,,1,50,99,all,,,,,,,0,4579,50,0,0,0,0,0,0,,0,,0,99,50 ,AddExp(15750);AddNimbus(7875);AddMoney(4800),,,,,0,
1257,长沙除暴,30,52,0,1,,,,1,50,99,all,CheckTaskFinished(1256),,,,,,0,4580,50,0,0,0,0,0,0,,0,,0,99,50 ,AddExp(15750);AddNimbus(7875);AddMoney(4800),,,,,0,
1258,长沙英雄任务经验(重复5),30,52,0,0,,,,1,50,99,all,,,,,,,0,4576;4577;4578;4579;4580,60;60;60;60;60,0,0,0,0,0,0,,0,,0,99,40 ,AddExp(12600);AddNimbus(6300);AddMoney(3840),,,,,1,
1259,长沙英雄任务灵力(重复5),30,52,0,0,,,,1,50,99,all,,,,,,,0,4576;4577;4578;4579;4580,45;45;45;45;45,0,0,0,0,0,0,,0,,0,99,120 ,AddNimbus(6300);AddExp(3780);AddMoney(768),,,,,1,
1260,长沙英雄任务声望(重复5),30,52,0,0,,,,1,50,99,all,,,,,,,0,4576;4577;4578;4579;4580,25;25;25;25;25,0,0,0,0,0,0,,0,,0,99,120 ,"AddCredit(30,1200);AddExp(7680);AddNimbus(1280)",,,,,1,
1261,凌府危机,30,53,0,1,,,,1,51,99,all,CheckTaskFinished(1256),,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,16 ,AddExp(5120);AddNimbus(2560);AddMoney(1536),,,,,0,
1262,凌府外围,30,53,0,1,,,,1,51,99,all,,,,,,,0,4581,50,0,0,0,0,0,0,,0,,0,99,50 ,AddExp(16000);AddNimbus(8000);AddMoney(4800),,,,,0,
1263,义助凌府,30,53,0,1,,,,1,51,99,all,CheckTaskFinished(1262),,,,,,0,4582,50,0,0,0,0,0,0,,0,,0,99,50 ,AddExp(16000);AddNimbus(8000);AddMoney(4800),,,,,0,
1264,小惩霹雳手,30,53,1,1,,,,1,51,99,all,CheckTaskFinished(1263),,GetItemSpace >= 1,,,,0,4582;,25,0,0,0,0,0,0,4,4584,1,0,99,35 ,AddExp(11200);AddNimbus(5600);AddMoney(3360),,,,"em;AddItemEx(90,0,1,1)
fm;AddItemEx(117,0,1,1)
bh;AddItemEx(144,0,1,1)
qc;AddItemEx(588,0,1,1)
xq;AddItemEx(666,0,1,1)",0,
1265,问责陈家庄,30,53,0,1,,,,1,51,99,all,"CheckTaskFinished(1264)
GetTaskItemSpace >= 1","AddItem (3898,1)",,,"RemoveItem(3898,1)",,0,4583,50,3898,1,0,0,0,0,,0,,0,99,65 ,AddExp(20800);AddNimbus(10400);AddMoney(6240),,,,,0,
1266,见义勇为经验(重复5),30,53,0,0,,,,1,51,99,all,,,,,,,0,4581;4582;4583;,100;100;100,0,0,0,0,0,0,,0,,0,99,40 ,AddExp(12800);AddNimbus(6400);AddMoney(3840),,,,,1,
1267,见义勇为灵力(重复5),30,53,0,0,,,,1,51,99,all,,,,,,,0,4581;4582;4583;,80;80;80,0,0,0,0,0,0,,0,,0,99,120 ,AddNimbus(6400);AddExp(3840);AddMoney(768),,,,,1,
1268,见义勇为声望(重复5),30,53,0,0,,,,1,51,99,all,,,,,,,0,4581;4582;4583;,40;40;40,0,0,0,0,0,0,,0,,0,99,120 ,"AddCredit(30,1200);AddExp(7800);AddNimbus(1300)",,,,,1,
1269,传书戴家场,30,54,0,1,,,,1,52,99,all,GetTaskItemSpace >= 1,"AddItem (3899,1)",,,"RemoveItem(3899,1)",,0,0,0,3899,1,0,0,0,0,,0,,0,99,16 ,AddExp(5200);AddNimbus(2600);AddMoney(1584),,,,,0,
1270,初战戴家场,30,54,0,1,,,,1,52,99,all,,,,,,,0,4585;,50,0,0,0,0,0,0,,0,,0,99,50 ,AddExp(16250);AddNimbus(8125);AddMoney(4950),,,,,0,
1271,清理陈家庄劲卒,30,54,0,1,,,,1,52,99,all,CheckTaskFinished(1270),,,,,,0,4586;,50,0,0,0,0,0,0,,0,,0,99,50 ,AddExp(16250);AddNimbus(8125);AddMoney(4950),,,,,0,
1272,清理陈家庄家将,30,54,0,1,,,,1,52,99,all,CheckTaskFinished(1271),,,,,,0,4587;,50,0,0,0,0,0,0,,0,,0,99,50 ,AddExp(16250);AddNimbus(8125);AddMoney(4950),,,,,0,
1273,力擒陈家庄兵统帅崔天绶,30,54,1,1,,,,1,52,99,all,CheckTaskFinished(1272),,GetItemSpace >= 1,,,,0,4587;4588,25;1,0,0,0,0,0,0,,0,,0,99,35 ,AddExp(11375);AddNimbus(5688);AddMoney(3465),,,,"em;AddItemEx(290,0,1,1)
fm;AddItemEx(299,0,1,1)
bh;AddItemEx(308,0,1,1)
qc;AddItemEx(615,0,1,1)
xq;AddItemEx(693,0,1,1)",0,
1274,清理戴家场经验(重复5),30,54,0,0,,,,1,52,99,all,,,,,,,0,4585;4586;4587,100;100;100,0,0,0,0,0,0,,0,,0,99,40 ,AddExp(13000);AddNimbus(6500);AddMoney(3960),,,,,1,
1275,清理戴家场灵力(重复5),30,54,0,0,,,,1,52,99,all,,,,,,,0,4585;4586;4587,80;80;80,0,0,0,0,0,0,,0,,0,99,120 ,AddNimbus(6500);AddExp(3900);AddMoney(792),,,,,1,
1276,清理戴家场声望(重复5),30,54,0,0,,,,1,52,99,all,,,,,,,0,4585;4586;4587,40;40;40,0,0,0,0,0,0,,0,,0,99,120 ,"AddCredit(30,1200);AddExp(7920);AddNimbus(1320)",,,,,1,
1277,鱼神洞探子,30,55,0,1,,,,1,53,99,all,,,,,,,0,4589,50,0,0,0,0,0,0,,0,,0,99,50 ,AddExp(16500);AddNimbus(8250);AddMoney(4950),,,,,0,
1278,鱼神洞探密,30,55,0,1,,,,1,53,99,all,CheckTaskFinished(1277),,,,,,0,4590,50,0,0,0,0,0,0,,0,,0,99,50 ,AddExp(16500);AddNimbus(8250);AddMoney(4950),,,,,0,
1279,约战陈家庄,30,55,1,1,,,,1,53,99,all,CheckTaskFinished(1278),,GetItemSpace >= 1,,,,0,0,0,0,0,0,0,0,0,4,4591,1,0,99,35 ,AddExp(11550);AddNimbus(5775);AddMoney(3465),,,,"em;AddItemEx(99,0,1,1)
fm;AddItemEx(126,0,1,1)
bh;AddItemEx(153,0,1,1)
qc;AddItemEx(597,0,1,1)
xq;AddItemEx(675,0,1,1)",0,
1280,收集物资1,30,55,0,1,,,,1,53,99,all,,,,,,,0,0,0,3782,30,4592,3782,0.5,30,,0,,0,99,60 ,AddExp(19800);AddNimbus(9900);AddMoney(5940),,,,,0,
1281,收集物资2,30,55,0,1,,,,1,53,99,all,,,,,,,0,0,0,3783,30,4593,3783,0.5,30,,0,,0,99,60 ,AddExp(19800);AddNimbus(9900);AddMoney(5940),,,,,0,
1282,白府粮草,30,55,0,1,,,,1,53,99,all,"GetTaskItemSpace >= 1
CheckTaskFinished(1279)","AddItem (3784,1)",,,"RemoveItem(3784,1)",,0,0,0,3784,1,0,0,0,0,,0,,0,99,16 ,AddExp(5280);AddNimbus(2640);AddMoney(1584),,,,,0,
1283,试炼身手经验,30,55,0,0,,,,1,53,99,all,,,,,,,0,4589;4590;4592;4593;,75;75;75;75,0,0,0,0,0,0,,0,,0,99,40 ,AddExp(13200);AddNimbus(6600);AddMoney(3960),,,,,1,
1284,试炼身手灵力,30,55,0,0,,,,1,53,99,all,,,,,,,0,4589;4590;4592;4593;,60;60;60;60,0,0,0,0,0,0,,0,,0,99,120 ,AddNimbus(6600);AddExp(3960);AddMoney(792),,,,,1,
1285,试炼身手声望,30,55,0,0,,,,1,53,99,all,,,,,,,0,4589;4590;4592;4593;,30;30;30;30,0,0,0,0,0,0,,0,,0,99,120 ,"AddCredit(30,1200);AddExp(8040);AddNimbus(1340)",,,,,1,
1286,运送粮草（最后做）,30,56,0,1,,,,1,54,99,all,"GetTaskItemSpace >= 1
CheckTaskFinished(1288)","AddItem (3786,1)",,,"RemoveItem(3786,1)",,0,0,0,3786,1,0,0,0,0,,0,,0,99,16 ,AddExp(5360);AddNimbus(2680);AddMoney(1632),,,,,0,
1287,荒野强盗,30,56,0,1,,,,1,54,99,all,,,,,,,0,4594;,50,0,0,0,0,0,0,,0,,0,99,50 ,AddExp(16750);AddNimbus(8375);AddMoney(5100),,,,,0,
1288,乘胜追击,30,56,0,1,,,,1,54,99,all,CheckTaskFinished(1287),,,,,,0,4595;,50,0,0,0,0,0,0,,0,,0,99,50 ,AddExp(16750);AddNimbus(8375);AddMoney(5100),,,,,0,
1289,夺回物品,30,56,0,1,,,,1,54,99,all,"GetTaskItemSpace >= 1
CheckTaskFinished(1287)",,,,,,0,0,0,3787,4,4633,3787,1,4,,0,,0,99,25 ,AddExp(8375);AddNimbus(4188);AddMoney(2550),,,,,0,
1290,击杀强盗头领,30,56,1,1,,,,1,54,99,all,CheckTaskFinished(1288),,GetItemSpace >= 1,,,,0,4596;4597;,1;30,0,0,0,0,0,0,,0,,0,99,40 ,AddExp(13400);AddNimbus(6700);AddMoney(4080),,,,"em;AddItemEx(317,0,1,1)
fm;AddItemEx(326,0,1,1)
bh;AddItemEx(335,0,1,1)
qc;AddItemEx(624,0,1,1)
xq;AddItemEx(702,0,1,1)",0,
1291,剿匪经验（重复5）,30,56,0,0,,,,1,54,99,all,,,,,,,0,4594;4595;4597;,100;100;100,0,0,0,0,0,0,,0,,0,99,40 ,AddExp(13400);AddNimbus(6700);AddMoney(4080),,,,,1,
1292,剿匪灵力（重复5）,30,56,0,0,,,,1,54,99,all,,,,,,,0,4594;4595;4597;,80;80;80,0,0,0,0,0,0,,0,,0,99,120 ,AddNimbus(6700);AddExp(4020);AddMoney(816),,,,,1,
1293,剿匪声望（重复5）,30,56,0,0,,,,1,54,99,all,,,,,,,0,4594;4595;4597;,40;40;40,0,0,0,0,0,0,,0,,0,99,120 ,"AddCredit(30,1200);AddExp(8160);AddNimbus(1360)",,,,,1,
1294,初探吕村,30,57,0,1,,,,1,55,99,all,,,,,,,0,4598,50,0,0,0,0,0,0,,0,,0,99,50 ,AddExp(17000);AddNimbus(8500);AddMoney(5100),,,,,0,
1295,吕村粮草,30,57,0,1,,,,1,55,99,all,CheckTaskFinished(1294),,,,,,0,4599,50,0,0,0,0,0,0,,0,,0,99,50 ,AddExp(17000);AddNimbus(8500);AddMoney(5100),,,,,0,
1296,吕村秘密,30,57,1,1,,,,1,55,99,all,CheckTaskFinished(1295),,GetItemSpace >= 1,,,,0,4598;4601,30;1,0,0,0,0,0,0,,0,,0,99,40 ,AddExp(13600);AddNimbus(6800);AddMoney(4080),,"AddItemEx(243,0,52,1)
AddItemEx(243,0,51,1)",,,0,
1297,深入旧寨,30,57,0,1,,,,1,55,99,all,CheckTaskFinished(1295),,,,,,0,4600,50,0,0,0,0,0,0,,0,,0,99,50 ,AddExp(17000);AddNimbus(8500);AddMoney(5100),,,,,0,
1298,探察究竟,30,57,0,1,,,,1,55,99,all,CheckTaskFinished(1297),,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,16 ,AddExp(5440);AddNimbus(2720);AddMoney(1632),,,,,0,
1299,反击吕村经验（重复5）,30,57,0,0,,,,1,55,99,all,,,,,,,0,4598;4599;4600,100;100;100,0,0,0,0,0,0,,0,,0,99,40 ,AddExp(13600);AddNimbus(6800);AddMoney(4080),,,,,1,
1300,反击吕村灵力（重复5）,30,57,0,0,,,,1,55,99,all,,,,,,,0,4598;4599;4600,80;80;80,0,0,0,0,0,0,,0,,0,99,120 ,AddNimbus(6800);AddExp(4080);AddMoney(816),,,,,1,
1301,反击吕村声望（重复5）,30,57,0,0,,,,1,55,99,all,,,,,,,0,4598;4599;4600,40;40;40,0,0,0,0,0,0,,0,,0,99,120 ,"AddCredit(30,1200);AddExp(8280);AddNimbus(1380)",,,,,1,
1302,摘果充饥,30,58,0,1,,,,1,56,99,all,GetTaskItemSpace >= 2,,,,,,0,0,0,3788,40,4634,3788,1,40,,0,,0,99,40 ,AddExp(13800);AddNimbus(6900);AddMoney(4200),,,,,0,
1303,侠女遇难,30,58,0,1,,,,1,56,99,all,,,,,,,0,4602,50,0,0,0,0,0,0,,0,,0,99,50 ,AddExp(17250);AddNimbus(8625);AddMoney(5250),,,,,0,
1304,突袭水牢,30,58,0,1,,,,1,56,99,all,CheckTaskFinished(1303),,,,,,0,4603,50,0,0,0,0,0,0,,0,,0,99,50 ,AddExp(17250);AddNimbus(8625);AddMoney(5250),,,,,0,
1305,逃出生天,30,58,1,1,,,,1,56,99,all,CheckTaskFinished(1304),,GetItemSpace >= 1,,,,0,4604;4605,30;1,3792,1,4605,3792,1,1,,0,,0,99,40 ,AddExp(13800);AddNimbus(6900);AddMoney(4200),,,,"em;AddItemEx(81,0,1,1)
fm;AddItemEx(108,0,1,1)
bh;AddItemEx(135,0,1,1)
qc;AddItemEx(579,0,1,1)
xq;AddItemEx(657,0,1,1)",0,
1306,护送登萍仙子,30,58,1,1,,,,1,56,99,all,CheckTaskFinished(1305),,GetItemSpace >= 1,,,,0,0,0,0,0,0,0,0,0,2,4635,1,0,99,50 ,AddExp(17250);AddNimbus(8625);AddMoney(5250),,,,,0,
1307,清理水牢经验（重复5）,30,58,0,0,,,,1,56,99,all,,,,,,,0,4602;4603;4604,100;100;100,0,0,0,0,0,0,,0,,0,99,40 ,AddExp(13800);AddNimbus(6900);AddMoney(4200),,,,,1,
1308,清理水牢灵力（重复5）,30,58,0,0,,,,1,56,99,all,,,,,,,0,4602;4603;4604,80;80;80,0,0,0,0,0,0,,0,,0,99,120 ,AddNimbus(6900);AddExp(4140);AddMoney(840),,,,,1,
1309,清理水牢声望（重复5）,30,58,0,0,,,,1,56,99,all,,,,,,,0,4602;4603;4604,40;40;40,0,0,0,0,0,0,,0,,0,99,120 ,"AddCredit(30,1200);AddExp(8400);AddNimbus(1400)",,,,,1,
1310,初探鱼神后洞,30,59,0,1,,,,1,57,99,all,,,,,,,0,4606;,50;,0,0,0,0,0,0,,0,,0,99,50 ,AddExp(17500);AddNimbus(8750);AddMoney(5250),,,,,0,
1311,再探鱼神后洞,30,59,0,1,,,,1,57,99,all,CheckTaskFinished(1310),,,,,,0,4607;,50;,0,0,0,0,0,0,,0,,0,99,50 ,AddExp(17500);AddNimbus(8750);AddMoney(5250),,,,,0,
1312,鱼神洞府异情,30,59,0,1,,,,1,57,99,all,CheckTaskFinished(1311),,,,,,0,4608;,50;,0,0,0,0,0,0,,0,,0,99,50 ,AddExp(17500);AddNimbus(8750);AddMoney(5250),,,,,0,
1313,实力的证明,30,59,0,1,,,,0,57,99,all,,,GetItemSpace >= 1,,,,0,4602;4603;4604;4606;4607;4608;,10;10;10;10;10;10,0,0,0,0,0,0,,0,,0,99,50 ,AddExp(17500);AddNimbus(8750);AddMoney(5250),,,,"em;AddItemEx(10,0,152,1)
fm;AddItemEx(30,0,152,1)
bh;AddItemEx(60,0,152,1)
qc;AddItemEx(556,0,1,1)
xq;AddItemEx(634,0,1,1)",0,
1314,清理鱼神洞灵力（重复5）,30,59,0,0,,,,1,57,99,all,,,,,,,0,4606;4607;4608;,80;80;80,0,0,0,0,0,0,,0,,0,99,120 ,AddNimbus(7000);AddExp(4200);AddMoney(840),,,,,1,
1315,清理鱼神洞声望（重复5）,30,59,0,0,,,,1,57,99,all,,,,,,,0,4606;4607;4608;,40;40;40,0,0,0,0,0,0,,0,,0,99,120 ,"AddCredit(30,1200);AddExp(8400);AddNimbus(1400)",,,,,1,
1316,铲除青螺山余孽灵力,30,50,0,0,,2,,1,48,99,all,,,,,,,0,4568;4569;4570,40;40;40,0,0,0,0,0,0,,0,,0,99,120 ,AddNimbus(6200);AddExp(3720);AddMoney(744),,,,,0,
1317,枯萎的荆棘声望(重复5),30,51,0,0,,2,,1,49,99,all,,,,,,,0,4572;4574,60;60,0,0,0,0,0,0,,0,,0,99,120 ,"AddCredit(30,1200);AddExp(7440);AddNimbus(1240)",,,,,0,
1318,长沙英雄任务灵力(重复5),30,52,0,0,,2,,1,50,99,all,,,,,,,0,4576;4577;4578;4579;4580,24;24;24;24;24,0,0,0,0,0,0,,0,,0,99,120 ,AddNimbus(6400);AddExp(3840);AddMoney(768),,,,,0,
1319,见义勇为声望(重复5),30,53,0,0,,2,,1,51,99,all,,,,,,,0,4581;4582;4583;,40;40;40,0,0,0,0,0,0,,0,,0,99,120 ,"AddCredit(30,1200);AddExp(7680);AddNimbus(1280)",,,,,0,
1320,清理戴家场灵力(重复5),30,54,0,0,,2,,1,52,99,all,,,,,,,0,4585;4586;4587,40;40;40,0,0,0,0,0,0,,0,,0,99,120 ,AddNimbus(6600);AddExp(3960);AddMoney(792),,,,,0,
1321,试炼身手声望,30,55,0,0,,2,,1,53,99,all,,,,,,,0,4589;4590;4592;4593;,30;30;30;30,0,0,0,0,0,0,,0,,0,99,120 ,"AddCredit(30,1200);AddExp(7920);AddNimbus(1320)",,,,,0,
1322,剿匪灵力（重复5）,30,56,0,0,,2,,1,54,99,all,,,,,,,0,4594;4595;4597;,40;40;40,0,0,0,0,0,0,,0,,0,99,120 ,AddNimbus(6800);AddExp(4080);AddMoney(816),,,,,0,
1323,反击吕村声望（重复5）,30,57,0,0,,2,,1,55,99,all,,,,,,,0,4598;4599;4600,40;40;40,0,0,0,0,0,0,,0,,0,99,120 ,"AddCredit(30,1200);AddExp(8160);AddNimbus(1360)",,,,,0,
1324,清理水牢灵力（重复5）,30,58,0,0,,2,,1,56,99,all,,,,,,,0,4602;4603;4604,40;40;40,0,0,0,0,0,0,,0,,0,99,120 ,AddNimbus(7000);AddExp(4200);AddMoney(840),,,,,0,
1325,清理鱼神洞声望（重复5）,30,59,0,0,,2,,1,57,99,all,,,,,,,0,4606;4607;4608;,40;40;40,0,0,0,0,0,0,,0,,0,99,120 ,"AddCredit(30,1200);AddExp(8400);AddNimbus(1400)",,,,,0,
1326,师太党羽,26,36,11,1,,,,1,34,99,all,,,,,,,0,4655;4656;4663;,10;10;1,0,0,0,0,0,0,,0,,0,99,80 ,AddExp(18800);AddNimbus(9400);AddMoney(5760),,,,,0,
1327,机关兽之迷,26,38,11,1,,,,1,35,99,all,,,,,,,0,4657;4658;4665;,10;10;1,0,0,0,0,0,0,,0,,0,99,80 ,AddExp(19600);AddNimbus(9800);AddMoney(6000),,,,,0,
1328,毒龙命门,26,39,11,1,,,,1,35,99,all,,,,,,,0,4659;4660;4664;4667,10;10;1;1,0,0,0,0,0,0,,0,,0,99,85 ,AddExp(21250);AddNimbus(10625);AddMoney(6375),,,,,0,
1329,污龙潭大战,26,40,11,1,,,,1,36,99,all,,,,,,,0,4661;4662;4681;,10;10;1,0,0,0,0,0,0,,0,,0,99,90 ,AddExp(22950);AddNimbus(11475);AddMoney(7020),,,,,0,
1330,智擒罗文林,30,56,11,1,,,,1,54,99,all,,,,,,,0,4611;4756;4757;4774;4775;,1;1;1;10;10,0,0,0,0,0,0,,0,,0,99,150 ,AddExp(50250);AddNimbus(25125);AddMoney(15300),,,,,0,
1331,蛇口除妖,30,57,11,1,,,,1,55,99,all,,,,,,,0,4612;4758;4759;4768;4769;,1;1;1;10;10,0,0,0,0,0,0,,0,,0,99,180 ,AddExp(61200);AddNimbus(30600);AddMoney(18360),,,,,0,
1332,同生共死,30,59,11,1,,,,1,57,99,all,,,,,,,0,4760;4761;4771;4773;,1;1;10;10,4161;4162,1;1,4613;4614,4161;4162,1;1,1;1,,0,,0,99,240 ,AddExp(84000);AddNimbus(42000);AddMoney(25200),,,,,0,
1333,观星恶灵,30,58,11,1,,,,1,56,99,all,,,,,,,0,4762;4763;4764;4765;4766;4767;,1;1;1;1;1;1,0,0,0,0,0,0,,0,,0,99,200 ,AddExp(69000);AddNimbus(34500);AddMoney(21000),,,,,0,
1334,孤星之颠,30,60,11,1,,,,1,58,99,all,,,GetItemSpace >= 1,,,,0,4615;4770;4772;,1;15;15,0,0,0,0,0,0,,0,,0,99,260 ,AddExp(92300);AddNimbus(46150);AddMoney(28080),,,,"em;AddItemEx(20,0,152,1)
fm;AddItemEx(40,0,152,1)
bh;AddItemEx(50,0,152,1)
qc;AddItemEx(566,0,1,1)
xq;AddItemEx(644,0,1,1)",0,
1335,烈火令牌收集令,29,47,11,0,3,,,1,45,99,all,,,,,,,0,4497;4494;4498;4501;4502,1;1;1;1;1,0,0,0,0,0,0,,0,,0,99,,AddExp(0);AddNimbus(0);AddMoney(0),"AddItemEx(4164,0,0,1)",,,,0,
1336,神秘钥匙,29,47,11,0,,,,1,55,99,all,,,,,,,0,0,0,4164,3,0,0,0,0,,0,,0,99,,AddExp(0);AddNimbus(0);AddMoney(0),"AddItemEx(4163,0,0,1)",,,,0,
1343,古墓探索,33,60,11,1,,,,1,58,99,all,,,,,,,0,4836;4845;4846;,1;15;15;,0,0,0,0,0,0,,0,,0,99,400 ,AddExp(142000);AddNimbus(71000);AddMoney(43200),,,,,0,
1344,遍地蛛蝎,33,60,11,1,,,,1,58,99,all,,,,,,,0,4841;4842;4843;4844;,15;15;15;15,0,0,0,0,0,0,,0,,0,99,350 ,AddExp(124250);AddNimbus(62125);AddMoney(37800),,,,,0,
1339,千年老蝎,33,60,11,1,,,,1,58,99,all,,,,,,,0,4837;,1,0,0,0,0,0,0,,0,,0,99,420 ,AddExp(149100);AddNimbus(74550);AddMoney(45360),,,,,0,
1340,万年火蛛,33,60,11,1,,,,1,58,99,all,,,,,,,0,4838;,1,0,0,0,0,0,0,,0,,0,99,420 ,AddExp(149100);AddNimbus(74550);AddMoney(45360),,,,,0,
1341,清除最后的阻碍,33,60,11,1,,,,1,58,99,all,,,,,,,0,4839;,1,0,0,0,0,0,0,,0,,0,99,450 ,AddExp(159750);AddNimbus(79875);AddMoney(48600),,,,,0,
1342,直取文蛛,33,61,11,1,,,,1,58,99,all,,,,,,,0,4840;,1,0,0,0,0,0,0,,0,,0,99,520 ,AddExp(187200);AddNimbus(93600);AddMoney(56160),,,,,0,
